"id.site","hanski.lcp.grasslands.r300","field.size.avg.r300","lc.shannon.div.r300","edge.dens.r300","agrar.r300","cereal.r300","legume.r300","rape.r300","special.crop.r300","cult.grassland.r300","perm.grassland.r300","wetland.r300","mire.r300","heathland.r300","margin.r300","hedge.r300","grove.r300","forest.r300","tree.avenue.r300","urban.r300","water.r300","anthrop.herb.area.r300","hanski.lcp.grasslands.r600","field.size.avg.r600","lc.shannon.div.r600","edge.dens.r600","agrar.r600","cereal.r600","legume.r600","rape.r600","special.crop.r600","cult.grassland.r600","perm.grassland.r600","wetland.r600","mire.r600","heathland.r600","margin.r600","hedge.r600","grove.r600","forest.r600","tree.avenue.r600","urban.r600","water.r600","anthrop.herb.area.r600","hanski.lcp.grasslands.r1200","field.size.avg.r1200","lc.shannon.div.r1200","edge.dens.r1200","agrar.r1200","cereal.r1200","legume.r1200","rape.r1200","special.crop.r1200","cult.grassland.r1200","perm.grassland.r1200","wetland.r1200","mire.r1200","heathland.r1200","margin.r1200","hedge.r1200","grove.r1200","forest.r1200","tree.avenue.r1200","urban.r1200","water.r1200","anthrop.herb.area.r1200"
"M_ALT",2.9921,9.1617,0.916,252.7749,48.43,45.0518,0,3.3738,0,0,41.01,0,0,0,0,0,0.348,1.4147,0,2.1907,7.1952,0.0035,8.2205,6.629,1.6321,276.6009,56.63,40.3017,0,15.2075,1.1168,0,25.35,0,0,0,0,0,0.5343,5.4172,0,7.1044,4.7863,1.7585,20.3208,6.5068,2.0089,275.6201,48.83,29.8064,0.004,10.0289,8.9903,0,17.92,0,0,0,0,0.0361,0.7566,6.5179,0.0361,18.1464,2.689,6.3384
"M_ASE",7.5703,10.0443,1.3712,306.2799,26.83,26.8338,0,0,0,0,36.74,0,0,0,0.4304,0.4948,34.1366,0,0,2.4471,0.5005,0,8.399,8.9391,1.8518,260.0506,47.14,43.2683,0,0,3.8766,0,27.14,4.3674,0,0,0.8,0.4279,14.7523,0,0,3.0373,0.9823,0,11.6929,9.5768,2.248,246.0452,53.3,39.2885,0,9.466,4.5441,0,15.67,7.2253,0,0,0.5877,0.3659,7.8201,0,0,8.5962,8.9671,0.8997
"M_BAD",0,14.775,1.0926,326.2321,39.51,0,20.9031,18.6021,0,0,0,0,0,0,0.5079,0.1086,0.8046,39.9062,0,10.4087,0,0,0.0024,11.6495,1.6658,272.9617,44.75,2.6833,20.6074,21.4643,0,0,4.37,0,0,0,0.127,0.3204,9.635,30.0762,0,9.695,0.2653,0,0.3703,10.3677,2.3095,261.0757,54.85,27.504,13.5657,12.7164,1.0682,0,7.61,0,0,0,0.3062,0.5015,5.5815,18.1659,0,6.7903,0.3607,4.8761
"M_BAL",0,11.1117,1.0414,232.0562,11.19,3.4973,0,7.6881,0,0,5.6,0,0,0,0,0,0.9337,66.4475,0,1.6549,0.2455,11.3884,0.0415,7.35,1.5002,244.4081,28.02,15.0329,0,12.9852,0,0,14.35,0,0,0,0,0,1.2139,45.6218,0,3.1955,1.8888,2.8471,0.6855,8.2487,1.885,250.7717,45.49,30.3029,0,13.1749,2.0132,0,19.5,0,0,0,0.0343,0.2288,1.597,23.4794,0.0033,4.9726,1.9632,0.7118
"M_BEE",4.2219,4.792,1.2026,408.0832,23.9,23.6233,0,0.2751,0,0,42.83,0,0,0,0,0,1.941,8.9074,0,22.9289,1.4073,0,8.9023,6.0467,1.7368,317.3559,38.15,32.8839,0,5.1816,0.0888,0,23.88,0,0,0,0.2771,0.0236,4.579,5.7806,0,20.6226,4.7118,3.34,15.5046,6.954,2.3046,285.1912,51.54,30.8035,0,9.7478,10.988,0,9,0.0422,0,0,0.5056,0.2201,2.6897,5.9728,0.0922,19.1355,8.3114,3.5774
"M_BEN",0,15.7614,1.1325,145.5578,35.61,35.6108,0,0,0,0,0,0,0,0,0,0,0,27.8426,0,0,0,42.4445,0,14.6719,1.4374,101.7858,62.42,62.4207,0,0,0,0,0,0,0,0,0,0,0.055,18.1174,0,3.2163,0,17.3996,5e-04,14.2482,1.8576,120.0963,72.16,63.923,0,4.0267,4.2074,0,0.82,0,0,0,0,0.1073,0.3802,15.7787,0,6.5856,0,5.5753
"M_BIR",5.012,7.453,0.9666,410.0415,0,0,0,0,0,0,54.79,0,0,0,0,0,10.1972,20.7658,0,2.468,5.1382,0,10.3695,5.8003,1.3062,260.1338,6.43,6.4252,0,0,0,0,53.47,0,0,0,0,0.0806,4.0144,28.5891,0,1.8743,3.3296,0,26.9181,10.3293,1.701,213.6654,28.72,24.9166,0,3.8014,0,0,22.83,0,0,0,0.2469,0.3618,2.3634,39.2549,0,2.1062,2.3183,0
"M_BOD",5.977,14.168,1.3728,271.0059,19.81,19.81,0,0,0,0,54.41,0,0,0,0,0.1128,0.9464,6.8313,0.1128,1.7083,6.6219,12.2898,9.923,12.9988,1.6548,201.5514,55.66,50.4131,5.2484,0,0,0,26.47,0,0,0,0,0.1446,0.7316,5.1552,0.1446,3.8852,3.4811,6.7343,18.5646,11.358,1.9435,164.3546,76.81,58.6971,6.154,4.9751,6.9883,0,10.3,0,0,0,0,0.0361,0.5413,3.356,0.0361,3.4281,1.7422,5.7344
"M_BRA",2e-04,8.5857,1.5405,312.834,43.28,28.175,0,0,15.1015,0,1.89,0,0,4.8281,1.6234,0.1411,8.0126,5.6977,0,2.6894,0.0184,0,0.0374,13.0336,1.9731,264.7875,65.82,55.4205,0,0,10.4025,0,5.08,0,0,2.2169,1.1111,0.2594,8.0212,4.7206,0,4.608,0.4048,0.1697,0.7858,11.2128,1.7436,226.7685,73.58,70.9787,0,0,2.6006,0,8.99,0,0,1.355,0.6436,0.1472,5.5399,3.4017,0,6.2061,0.3663,0.079
"M_BUH",3.7968,5.6645,1.5531,229.1627,68.79,33.2465,0,24.6393,10.9025,0,16.53,0,0,0,0,0,0,7.7003,0,1.3479,0,0.7342,5.7215,4.7291,2.098,223.4792,73.83,41.71,4.7876,16.0911,11.2455,0,6.79,0,0,0,0.4146,0,0.2184,13.1904,0,2.2564,0,0.377,6.582,4.8059,2.2903,228.7519,76.84,45.1298,5.6296,10.2762,15.8011,0,4.87,0,0,0.0301,0.3501,0.0151,2.2787,7.5593,0,2.8596,0,1.8756
"M_CAL",7.2425,13.4472,0.9902,212.1666,28.68,28.6814,0,0,0,0,49.58,3.495,0,0,0,0,1.2821,0,0,3.941,9.84,1.0076,10.9402,13.21,1.3202,217.4987,47.21,47.2056,0,0,0,0,29.67,2.8733,0,0,0,0.1688,1.6437,2.7531,0.1688,2.821,10.8032,0.7959,16.2971,12.8865,1.3851,173.8207,59.25,56.632,0,2.6186,0,0,14.13,1.037,0,0,0.0898,0.1333,1.1111,2.4026,0.0422,12.7203,8.8078,0.4421
"M_CBE",2.7081,13.2988,1.1031,224.4919,26.84,26.8424,0,0,0,0,46.91,0,0,0,0,0.6752,0,5.8689,0.6752,0.0343,18.7283,0,7.4157,13.2026,1.4316,203.8049,54.31,54.3074,0,0,0,0,27.39,1.4701,0,0,0,0.1688,1.733,2.2867,0.1688,2.8805,9.1944,0.4339,14.192,13.012,1.5768,181.0416,60.72,53.9001,0,6.8152,2e-04,0,14.97,1.037,0,0,0.0565,0.1381,1.1267,2.2987,0.0422,11.0542,8.7095,0.4268
"M_DOB",0,8.9025,1.2189,306.8959,19.39,6.0137,0,1.2837,12.0902,0,0,0,0,0,0,0,0.6585,50.2279,0,2.8089,1.3581,26.5317,0.0059,7.8558,2.0656,257.2939,38.76,23.8497,2.4485,5.6526,6.8127,0,11.82,0.9876,0,0,0.0138,0,0.5516,31.4961,0,6.4458,3.6404,8.5157,0.6467,6.6844,2.2404,234.2392,50.65,35.002,2.881,6.7562,6.0128,0,14.32,0.5872,0,0,0.0184,0.0032,1.0543,17.9806,0,7.8525,5.7843,3.1104
"M_DOR",1.581,5.79,0.8529,353.6057,66.01,66.01,0,0,0,0,15.23,0,0,0,0,0,5.4551,4.0846,0,3.9637,1.5463,0.1702,2.6484,7.0269,1.0882,294.6091,66.78,60.0886,0,5.6642,1.0299,0,12.21,0,0,0,0.1793,0,3.7649,3.8974,0,10.9351,1.0019,0.4744,6.7164,8.5598,1.8778,242.3069,73.09,61.8977,0.5934,6.2197,4.3779,0,9.71,0,0,0,0.0587,0.0736,2.6447,4.0504,0.0043,9.4965,0.8613,0.4448
"M_EIC",10.4119,9.785,0.6123,137.3514,8.11,8.1075,0,0,0,0,79.49,0,0,0,0,0,10.2977,0,0,3.5293,0.0693,0,21.0803,8.9271,1.0711,175.3241,18.65,18.6549,0,0,0,0,50.06,0.4965,0,0,0,0.0202,8.3502,2.1852,0,1.7825,17.4762,0,36.4069,7.2236,1.3208,231.0752,14.22,14.2241,0,0,0,0,28.52,0.9669,0,0,0.0041,0.3581,3.804,22.0455,0,15.8943,9.8432,0
"M_FAL",0.5566,11.1268,1.6222,343.4473,58.9,56.8663,0,2.0362,0,0,13.07,0,0,0,0.2126,0,3.8597,0,0.0134,6.9459,6.4974,14.9427,2.0524,13.2474,1.796,254.1499,70.26,56.124,0,14.1399,0,0,11.15,0,0,0,0.792,0.0757,2.7703,0,0.1464,6.8477,3.5314,7.1042,5.4044,16.0911,2.029,218.3913,75.28,56.7344,2.8361,9.2498,6.4594,0,5.43,0,0,0,0.7327,0.4178,1.7843,0,0.0767,13.6066,1.6747,1.8281
"M_FRB",0.062,6.9456,1.6763,277.6286,61.61,39.4671,8.0815,0,14.0603,0,13.02,0,0,0,0.191,0,1.0469,11.6328,0,12.4123,0,14.1172,0.6568,8.8964,1.7147,223.2375,55.22,35.1312,2.0204,4.0281,14.0411,0,6.39,0,0,0,0.3622,0,1.3174,15.3723,0,9.2088,0,5.093,2.1599,8.0909,1.8253,219.2004,61.96,40.873,2.6481,5.9756,12.4597,0,3.2,0,0,0,0.1417,0.0111,1.3279,10.4376,0,13.6069,1.7072,1.9321
"M_GRO",10.5453,9.6858,0.5843,258.5213,1.68,1.6842,0,0,0,0,76.02,0,0,0,0,0,0.5086,16.8025,0,3.4328,0.9581,0,23.8447,13.2143,1.4096,252.7351,21.42,13.6909,6.1381,1.5901,0,0,48.87,0,0,0,0.0068,0.0146,0.7036,19.4612,0,4.2532,2.699,2.3463,40.7751,11.7054,1.9548,215.4908,40.51,16.292,14.1283,10.0894,0,0,22.7,0,0,0,0.0273,0.0036,2.3095,21.439,0,11.0209,2.8528,0.9887
"M_HAH",0.1061,11.7721,1.0991,187.27,21.63,11.3787,0,0,10.2469,0,16.62,0,0,0,0,0.4294,59.108,0,0,0.5931,0,0,1.613,14.225,1.8067,188.7096,51.72,38.7788,0.6094,0,12.3322,0,18.04,0,0,0,0.0327,0.9199,27.4226,2.5947,0,1.4737,0,1.7507,9.0152,14.398,1.9784,151.4478,72.03,60.558,0.5825,0,10.8931,0,12.56,0,0,0,0.0997,0.5112,8.1025,5.6623,0.1185,1.3116,0,1.7031
"M_HAI",6.7154,4.86,0.8442,333.1003,3.47,3.4706,0,0,0,0,28.14,0,0,0,0,0.0661,2.4658,64.8065,0,1.4197,0.5977,0,9.8676,4.4786,1.2741,309.5815,18.45,16.4391,1.7062,0.3008,0,0,18,0,0,0,0.0302,0.0233,3.2728,53.7403,0,3.549,0.6025,0,14.9131,5.4202,1.3858,254.1327,25.49,11.9456,0.6996,12.8488,0,0,9.09,0,0,0,0.0076,0.0807,2.4345,52.8909,0,6.7808,0.5919,0.3946
"M_HAR",1.916,30.003,1.0682,156.98,58.92,58.9169,0,0,0,0,30.34,0,0,0,0,0,1.3171,21.4276,0,1.5127,0,0,6.0885,25.2977,1.1567,132.0201,53.05,52.7259,0,0,0.3211,0,17.78,0,0,1.9507,0.1381,0.0336,0.9719,31.8883,0,1.6941,0,0,12.2298,20.926,1.7715,144.0651,66.5,53.4916,1.0936,0.9634,10.9556,0,12.5,0,0,2.999,0.4376,0.3096,2.9573,18.3705,0.127,2.5194,0,0
"M_HIR",0,15.6017,0.8055,276.158,55.79,55.7903,0,0,0,0,0.61,0,0,0,0,0.7717,2.4464,35.2953,0,1.0441,1.2039,0,0.0067,11.8825,1.1141,232.0046,45.48,45.4831,0,0,0,0,5.98,0,0,0,0,0.1929,0.6901,41.9962,0,1.5924,0.9327,0.8563,0.256,12.3988,1.6832,219.597,67.46,49.4525,0.4399,15.9033,1.6648,0,4.95,0,0,0,0.122,0.3759,1.9933,18.5787,0,5.6804,0.4329,0.8875
"M_HLI",10.7495,6.454,0.8726,238.2335,0,0,0,0,0,0,51.83,0,0,0,0,0,4.729,42.6125,0,0.0665,0,0,6.7276,5.4016,1.0324,182.8681,7.82,7.8174,0,0,0,0,27.8,0,0,0,0,0.3103,3.6128,56.7841,0,1.2877,0,0.2564,21.4343,4.706,1.2175,170.6676,14.11,14.1117,0,0,0,0,18.3,0,0,0,0.0793,0.2008,3.9175,58.6823,0.0362,2.8708,0.3333,0.9074
"M_HNB",0,2.6892,0.9984,334.5886,11.89,0,0,0,11.8887,0,8.77,0,0,0,0,0,1.1325,53.1411,0,12.4919,0,3.3246,0.0107,3.1701,1.6977,393.4687,22.38,10.8532,0.0486,0.134,11.3438,0,12.54,0,0,0,0,0,5.2269,18.3904,0,34.4134,2.7509,0.9486,0.3714,4.7619,1.9693,338.0271,38.43,26.7507,0.7387,5.6165,5.3279,0.0344,11.35,0,0,0,0,0,3.7432,15.5737,0,27.5046,1.6305,0.4288
"M_HOH",2.6534,11.9008,1.2822,404.8694,30.85,30.8463,0,0,0,0,22.21,0,0,0,0,0,1.7298,8.9067,0,32.168,7.0435,0,4.2114,17.6301,1.148,294.3793,42.05,41.1835,0,0.8626,0,0,14.25,0,0,0,0,0,0.4325,4.6871,0,38.6904,4.1925,0,8.1404,19.3536,1.5333,201.469,64.46,52.0291,0,12.4334,0,0,7.8,0,0,0,0,0,0.4591,10.3809,0,17.9425,1.9251,0.5989
"M_ILB",2.2211,17.4779,1.4853,271.5993,66.3,24.5667,0,32.0781,9.6573,0,20.14,0,0,0,0,0.0251,5.065,0,0,1.7309,1.2612,0,3.534,22.707,1.2711,167.7575,85.9,27.8395,0.6676,51.9017,5.4908,0,7.16,0,0,0,0,0.0103,2.1339,1.1324,0,1.6614,0.6337,0.0075,5.3752,23.1795,1.4818,120.0997,87.72,26.2813,9.645,50.4251,1.3727,0,5.85,0,0,0,0,0.0285,0.7468,3.8815,0,1.4865,0.4768,0.0046
"M_JEP",27.2087,17.795,0.0278,77.425,0,0,0,0,0,0,100,0,0,0,0,0,0.4329,0,0,0,0,0,39.1474,11.7955,0.5025,125.8072,0,0,0,0,0,0,72.46,5.3516,0,0,0,0,0.1082,6.118,0,1.3661,15.2045,0,61.2788,9.6761,1.3377,151.5304,10.84,1.0107,0.3755,0,9.4582,0,44.13,8.3738,0,0,0.0632,0.0658,0.4023,24.7247,0,6.0463,7.9386,0
"M_JER",17.911,18.1412,0.4506,111.5298,13.58,0,0,0,13.5774,0,84.98,0,0,0,0,0,0.9422,0,0,2.3781,0,0,43.9109,12.91,0.7372,111.8682,13.95,0,0,0,13.9528,0,75.7,8.126,0,0,0,0,1.125,0,0,1.1652,3.0332,0,116.3,8.971,1.0755,160.1704,15.24,0.0065,0,0.252,14.9797,0,63.81,9.6321,0,0,0.2779,0.0639,0.5301,1.7896,0,1.7058,9.263,0.953
"M_KAL",8.3594,6.7208,1.1914,260.2156,22.58,22.5796,0,0,0,0,42.31,0,0,0,0,0,4.0719,34.4744,0,2.7651,0,0,11.285,4.6688,1.2605,285.7298,18.47,17.0013,0,1.4683,0,0,34.12,0,0,0,0,0.0315,2.2428,43.8775,0,3.2262,0,0.1077,18.6856,4.6704,1.67,275.8987,21.08,17.2567,0,3.8226,0,0,25.93,0,0,0,0,0.1737,1.3636,37.4341,0,9.2171,0.1981,2.4171
"M_KAP",4.0566,11.3567,0.8585,336.3738,0,0,0,0,0,0,44.6,0,0,0,0,0,25.6211,2.0655,0,14.0746,9.3615,0,8.1305,5.6556,0.9539,264.6832,0.1,0,0,0,0.0973,0,38,0,0,0,0,0,16.9691,7.2761,0,11.8928,22.1882,0,19.58,3.7988,1.0447,277.2712,0.23,0.0461,0,0,0.1839,0,31.37,0.3488,0,0,0,0.0587,8.5126,13.2239,0,27.5226,16.1677,0.1138
"M_KIF",0,5.6492,0.9239,323.7542,15.07,14.5992,0,0,0.4747,0,3.04,0,0,0,0,0,1.5502,54.8582,0,5.511,11.8326,0,0.0112,3.8156,1.5281,300.8,26.48,16.9392,0,7.3566,2.1846,0,7.13,0,0,0,0,0.0125,1.0627,38.9598,0.0125,6.7738,12.0526,2.5074,0.3526,6.2726,1.9983,281.1413,38.79,30.7613,1.0776,5.2355,1.7162,0.2023,9.2,0,0,0,0.0071,0.0031,0.679,25.6786,0.0031,17.0471,5.9725,1.0649
"M_KOL",0,17.9475,1.0419,115.5828,88.07,50.8819,0,33.5335,3.6585,0,0,0,0,0,0,0,0,8.4352,0,0,0,0,0,11.9667,1.663,134.9424,86.35,45.4804,0,27.369,13.5045,0,0.28,0,0,0,0,0,0.1059,5.942,0,1.8262,0,0.0283,0.1299,6.9173,2.1143,231.0783,67.22,35.0479,0,20.5757,11.5978,0.0055,8.31,0,0,0,0,0.0011,1.0485,10.058,0,11.2922,0.6099,2.7149
"M_KOT",2.68,1.805,1.2751,350.1165,13.07,13.0678,0,0,0,0,15.99,0,0,0,0,0,2.381,26.3967,0,38.008,2.9189,0.1737,2.7652,2.6311,1.6921,337.0149,17.91,16.0594,0,0,1.8526,0,5.23,0,0,0,0,0,1.6716,26.3662,0,48.3934,1.3704,3.2375,3.5528,5.2112,1.7171,325.5912,18.01,16.2707,0.3824,0.083,1.2766,0,1.93,0.3104,0,0,0,0,0.7269,22.0073,0,54.0777,2.043,2.2781
"M_KUH",0,22.59,1.0511,153.9549,63.69,63.6872,0,0,0,0,0,0,0,0,0.2299,0,0.1712,34.8751,0,0.0693,0,0,0,28.271,1.3029,167.9968,81.27,78.2986,0,0,2.9753,0,0,0,0,0,0.5941,0.6431,0.5362,15.6747,0,1.2694,0,0,0.0251,21.3579,1.432,179.4143,85.1,77.0047,0.6663,1.1557,6.2732,0,4.84,0,0,0,0.8625,0.9411,0.9467,4.5882,0,4.6532,0.081,0
"M_LOB",5.9435,13.3664,1.3907,343.4892,41.49,40.9114,0,0.5744,0,0,45.61,0,0,0,0.26,0.6511,10.0632,5.6935,0,2.7909,0,0,9.4617,13.9453,1.6365,206.1568,55.92,42.185,0,13.7302,0,0,24.3,0,0,0,0.7135,0.4358,5.3302,15.8479,0,1.9533,0.3332,0,17.2759,9.654,1.9356,222.4403,69.53,46.1487,0,11.611,11.7724,0,11.81,0,0,0,1.2986,0.4776,4.2967,8.1058,0,5.3801,2.1539,0.6551
"M_MOZ",1.1238,2.772,0.5134,201.4869,0,0,0,0,0,0,18.69,0,0,0,0,0,0,72.0339,0,2.2734,0.0124,0,1.4745,1.9919,0.4126,168.0244,0,0,0,0,0,0,12.33,0,0,0,0,0,0.2174,78.6419,0,6.969,0.2165,0,2.994,5.2436,0.4596,133.7995,0,0,0,0,0,0,14.05,0,0,0,0,0.0581,0.5192,79.1222,0,4.4512,0.3242,0
"M_NEL",0.6407,4.6193,0.6981,250.6997,0,0,0,0,0,0,44.95,0,0,0,0,0,0,48.0308,0,5.7738,0,0.0683,5.3625,2.4737,0.8305,278.2164,0.19,0.1942,0,0,0,0.0877,41.27,0,0,0,0,0,0.8765,39.2128,0,9.9915,1.9119,0.9714,15.3805,5.9147,1.8617,350.9657,24.35,18.671,2.9093,0,2.7714,0.0811,16.22,0,0,0,0.0071,0,1.1311,24.5337,0,23.964,4.8493,1.484
"M_NIS",0,10.285,0.5163,231.5023,17.63,17.6332,0,0,0,0,0,0,0,0,0,0,0,65.6235,0,4.8182,0,0,0.0019,5.1757,0.883,210.4366,22.65,22.6527,0,0,0,0,2.65,0,0,0,0,0,0.3788,61.4979,0,9.8049,0,0,0.1049,4.0946,1.3771,300.6642,21.6,14.1142,0.4341,3.9488,3.1079,0,4.3,0,0,0,0.3731,0.1419,2.9375,47.4623,0,19.4906,2.0248,0.2764
"M_PRA",1.1634,8.9275,1.0704,334.321,42.55,0,41.7648,0.7894,0,0,34.98,3.766,0,0,0.3455,2.1252,4.503,0,2.272,3.3748,0.8563,0,11.4881,7.9576,1.2165,301.651,20.14,2.7056,16.1448,1.2918,0,0,62.41,1.3816,0,0,0.3764,0.8003,3.9976,1.813,0.8389,1.8037,3.2076,0,44.4569,7.0309,1.6624,266.4539,30.43,24.8882,4.6886,0.6908,0.1592,0,42.71,1.4672,0,0,0.2441,0.3673,2.3543,11.8698,0.2815,2.8171,3.8238,0.0207
"M_SKF",3.1132,17.408,1.5568,273.1344,46.5,30.0147,0,16.485,0,0,22.59,17.9972,0,0,1.0854,0,0.2239,9.2547,0,1.5778,3.0943,0,4.5315,13.734,1.6028,201.9332,72.85,37.9488,0,34.899,0,0.0192,6.36,6.8094,0,0,0.2867,0,0.2818,5.2557,0,7.2875,1.5657,0.4515,5.6795,19.3777,1.8565,204.0408,70.06,41.5784,1.7649,25.5066,1.2149,0,6.47,1.9916,0,0,0.0717,0,0.3455,6.2299,0,14.6532,0.8159,1.233
"M_SMH",9.1506,9.2088,1.3206,177.4386,29.15,29.1527,0,0,0,0,37.73,0,0,0,0,0,6.5777,25.7435,0,2.8022,0,1.6551,13.9145,18.5977,1.5662,204.7599,44.1,33.5962,3.2658,7.238,0,0,15.71,0,0,0,0.6419,0.033,2.0854,27.6864,0,2.9916,0,4.1115,2.7332,23.3278,1.9613,158.0652,66.16,36.1762,7.2336,17.9932,4.7579,0,6.11,0,0,0,0.4934,0.2913,2.555,20.9134,0,1.7659,0,1.0279
"M_SSB",4e-04,7.4779,1.3816,259.7571,32.3,28.2801,0,0,4.019,0,3.52,0,0,0,0,0,6.3163,19.969,0,0.4474,0,0,0.1775,7.0187,1.3637,303.9607,36.01,33.4496,0,0.4069,2.1574,0,22.68,0,0,0,0,0,3.484,22.8364,0,5.0655,2.4683,0,2.8513,5.4576,1.8368,272.2428,41.3,27.7758,1.5308,6.6471,5.3424,0.1371,18.23,0,0,0,0,0,2.7378,21.9208,0,9.6688,2.007,2.3261
"M_SSL",12.8189,13.3664,1.2374,360.8103,22.6,19.2731,0,3.3243,0,0,65.07,0,0,0,0.2465,0.9224,13.1218,3.4116,0,2.9334,0.3342,0,13.8847,11.9807,1.6717,195.7635,49.24,35.5182,0,13.7002,0.0204,0,28.43,0,0,0,0.4821,0.2965,7.6238,17.6993,0,1.5648,0.3965,0,21.8221,9.6186,1.9243,232.8808,68.96,46.1806,0,11.8358,10.9467,0,12.3,0,0,0,1.3435,0.4958,4.1176,8.334,0,6.0173,1.2437,1.193
"M_STA",10.8851,18.732,0.6513,123.9479,0,0,0,0,0,0,69.4,0,0,0,0,0,0.8768,27.9448,0,0.7091,0,0,24.6976,20.6313,0.7055,69.8614,0,0,0,0,0,0,53.8,0,0,0,0,0,0.2232,45.4439,0,0.7114,0.1794,0,71.2081,14.1912,0.7022,74.3865,0,0,0,0,0,0,46.09,0,0,0,0,0,0.1172,48.42,0,0.6524,4.0212,0
"M_STF",1.6168,14.6958,1.0363,142.6943,55.7,55.6998,0,0,0,21.0085,10.48,3.6832,0,0,0,0,0,0,0,1.8048,9.6299,0,3.4781,10.3559,1.3478,170.4613,61.45,61.0879,0,0.179,0.1826,5.2521,21.12,5.2345,0,0,0,0,0.5766,0,0,2.6843,5.0384,1.249,8.5716,9.6513,2.1347,225.453,56.2,48.645,0,5.6243,1.9331,1.313,24.36,4.2072,0,0,0.2586,0.055,2.7794,0.0443,0.0522,8.4238,3.3384,2.2499
"M_STI",3.1078,5.3942,1.3309,518.6133,37.19,10.5889,26.5977,0,0,0,33.7,0,0,0,0.4545,1.0914,10.3758,0,0,13.4507,2.2271,0,5.8044,10.0933,1.9654,365.7099,58.86,40.9433,17.4538,0.4666,0,0,12.73,0,0,0,0.5864,0.6976,6.1,0,0,19.2898,1.072,0,9.534,10.2533,1.9716,250.5903,73.97,63.6639,8.1878,1.229,0.8915,0,7.48,0,0,0,0.5407,0.5708,3.1632,3.4438,0,11.6778,0.5835,0
"M_STN",0,12.427,0.8405,197.8551,27.87,27.8661,0,0,0,0,1.41,0,0,0,0,1.8883,0.3678,70.4713,0,2.4411,0.1047,0,0.0088,14.0894,1.2363,236.0295,29.62,29.5258,0,0.0898,0,0,6.69,0,0,0,0.1934,1.5341,1.181,57.8145,0.0374,2.8809,3.039,0,0.3703,14.2145,1.3257,148.7495,30.8,25.5113,0,3.563,1.7253,0,4.68,0,0,0,0.2191,0.7326,0.6179,59.629,0.0788,2.3337,1.9345,0.2853
"M_STP",26.9985,36.1512,0,74.7284,0,0,0,0,0,0,99.53,0,0,0,0,0,0,0,0,1.8076,0.0867,0,61.593,23.556,0.0544,86.7505,0,0,0,0,0,0,97.7,0,0,0,0,0,0,0.9529,0,1.5257,0.224,0,150.6939,12.5758,0.5393,132.527,0,0,0,0,0,0,75.8,0,0,0,0,0.02,0.2207,21.0563,0,1.5195,0.916,0
"M_SUL",5.5573,16.6025,1.5551,409.5166,4.97,4.9685,0,0,0,0,42.35,2.6908,0,0,0,0,0.7618,3.9332,0,29.4016,1.6032,15.0561,9.5371,14.3975,1.9181,334.4979,37.04,36.6057,0,0.434,0,0,18.49,2.333,0,0,0,0,1.0288,6.8715,0,27.77,2.1217,4.098,13.4139,19.5415,1.8995,207.1813,64.73,51.7528,1.408,11.0015,0.5721,0,10.91,2.1118,0,0,0.0717,0,0.7017,7.8291,0,13.5424,1.0765,1.0611
"M_TAN",0,9.36,0.9748,230.1161,36.61,36.6083,0,0,0,0,0,0,0,0,0,0,1.761,36.5413,0,25.7357,0.0523,0,0.0027,8.2033,1.3466,307.8173,30.94,30.457,0,0,0.4862,0,3.9,0,0,0,0,0,1.0105,28.0695,0,32.3957,3.3986,0,0.1204,7.6958,1.9074,261.3763,33.38,22.9365,0.8047,1.0619,8.5726,0,5.41,0,0,0,0,8e-04,1.0088,30.1798,8e-04,22.2474,5.6424,0.5018
"M_TRE",11.1477,5.604,1.234,378.5338,6.52,0,0,6.5172,0,0,68.52,6.7139,0,0,0,0,1.3231,0.6387,0,14.0364,3.8264,0,26.0989,14.0246,1.7727,360.2587,28.54,17.2804,0,10.8369,0.4271,0.4346,38.85,3.0742,0,0,0.2541,0.1561,2.2307,0.1597,0,21.8711,2.3339,0,26.9478,10.0276,2.2898,276.8135,49.07,34.6636,0,6.7352,7.6713,0.3681,21.38,2.7288,0,0,0.2905,0.276,3.5425,2.9571,0,17.6913,1.8591,0
"M_TRN",6.4618,6.7856,0.9587,246.9424,2.31,1.0178,0,1.2892,0,0,78.95,2.2749,0,0,0,0,0.1857,0.5818,0,12.5163,3.2163,0,18.8966,17.1412,1.8292,339.7916,27.42,20.6523,0,6.3644,0.3984,0.0235,41.76,2.6513,0,0,0.1393,0,2.2617,2.1726,0,20.2086,3.0862,0,36.3044,10.5857,2.328,274.5134,47.46,34.4919,0.0408,5.327,7.6021,0.1369,21.79,2.8827,0,0,0.2807,0.2411,3.9967,3.5894,0,17.8681,1.7479,0.234
"M_TTH",0,1.79,0.2805,57.4647,0.99,0,0.9891,0,0,0,0.27,0,0,0,0,0,5.2938,93.5527,0,0.1928,0,0,2e-04,4.9106,1.0734,116.6533,14.97,5.8293,9.1371,0,0,0,3,0,0,0,0,0,12.2216,70.0454,0,1.3536,0,0,0.0248,6.1497,1.2802,198.4387,20.39,6.9788,6.6836,4.4893,2.2402,0,4.09,0,0,0,0.3032,0.2515,4.9329,59.8842,0.0099,10.4327,0.7903,0.0818
